pt_c,soc_c,llt_n,soc_n
10039098,10040785,Rhinophyma,Skin and subcutaneous tissue disorders
10039218,10040785,Rosacea,Skin and subcutaneous tissue disorders
10076533,10040785,Granulomatous rosacea,Skin and subcutaneous tissue disorders
10076536,10040785,Erythematotelangiectatic rosacea,Skin and subcutaneous tissue disorders
10076537,10040785,Papulopustular rosacea,Skin and subcutaneous tissue disorders
10039784,10040785,Sebaceous glands overactivity,Skin and subcutaneous tissue disorders
10039792,10040785,Seborrhoea,Skin and subcutaneous tissue disorders
10048810,10040785,Sebaceous hyperplasia,Skin and subcutaneous tissue disorders
10058130,10040785,Asteatosis,Skin and subcutaneous tissue disorders
10061511,10040785,Sebaceous gland disorder,Skin and subcutaneous tissue disorders
10072144,10040785,Fordyce spots,Skin and subcutaneous tissue disorders
10078432,10040785,Sebaceous adenitis,Skin and subcutaneous tissue disorders
10012426,10040785,Dermal cyst,Skin and subcutaneous tissue disorders
10014080,10040785,Ecchymosis,Skin and subcutaneous tissue disorders
10019617,10040785,Henoch-Schonlein purpura,Skin and subcutaneous tissue disorders
10034754,10040785,Petechiae,Skin and subcutaneous tissue disorders
10037549,10040785,Purpura,Skin and subcutaneous tissue disorders
10037556,10040785,Purpura fulminans,Skin and subcutaneous tissue disorders
10037557,10040785,Purpura neonatal,Skin and subcutaneous tissue disorders
10037560,10040785,Purpura senile,Skin and subcutaneous tissue disorders
10047097,10040785,Vascular purpura,Skin and subcutaneous tissue disorders
10059029,10040785,Cullen's sign,Skin and subcutaneous tissue disorders
10072726,10040785,Chronic pigmented purpura,Skin and subcutaneous tissue disorders
10075426,10040785,Grey Turner's sign,Skin and subcutaneous tissue disorders
10078888,10040785,Gardner-Diamond syndrome,Skin and subcutaneous tissue disorders
10086403,10040785,Hypergammaglobulinaemic purpura of Waldenstrom,Skin and subcutaneous tissue disorders
10018999,10040785,Haemorrhage subcutaneous,Skin and subcutaneous tissue disorders
10019001,10040785,Haemorrhage subepidermal,Skin and subcutaneous tissue disorders
10045455,10040785,Umbilical haemorrhage,Skin and subcutaneous tissue disorders
10064265,10040785,Skin haemorrhage,Skin and subcutaneous tissue disorders
10068712,10040785,Umbilical haematoma,Skin and subcutaneous tissue disorders
10076048,10040785,Mucocutaneous haemorrhage,Skin and subcutaneous tissue disorders
10011686,10040785,Cutaneous vasculitis,Skin and subcutaneous tissue disorders
10020764,10040785,Hypersensitivity vasculitis,Skin and subcutaneous tissue disorders
10029491,10040785,Nodular vasculitis,Skin and subcutaneous tissue disorders
10047111,10040785,Vasculitic rash,Skin and subcutaneous tissue disorders
10056872,10040785,Palpable purpura,Skin and subcutaneous tissue disorders
10067527,10040785,Segmented hyalinising vasculitis,Skin and subcutaneous tissue disorders
10068406,10040785,Capillaritis,Skin and subcutaneous tissue disorders
10070599,10040785,Acute haemorrhagic oedema of infancy,Skin and subcutaneous tissue disorders
10041519,10040785,Spider naevus,Skin and subcutaneous tissue disorders
10043189,10040785,Telangiectasia,Skin and subcutaneous tissue disorders
10061639,10040785,Angiokeratoma,Skin and subcutaneous tissue disorders
10086217,10040785,Angioma serpiginosum,Skin and subcutaneous tissue disorders
10058423,10040785,Haemangioma-thrombocytopenia syndrome,Skin and subcutaneous tissue disorders
10058679,10040785,Skin oedema,Skin and subcutaneous tissue disorders
10062171,10040785,Vascular skin disorder,Skin and subcutaneous tissue disorders
10065452,10040785,Angiodermatitis,Skin and subcutaneous tissue disorders
10024648,10040785,Livedo reticularis,Skin and subcutaneous tissue disorders
10024728,10040785,Lividity,Skin and subcutaneous tissue disorders
10073380,10040785,Mitral face,Skin and subcutaneous tissue disorders
10074977,10040785,Harlequin skin reaction,Skin and subcutaneous tissue disorders
10001318,10041244,Adolescence,Social circumstances
10014039,10041244,Early adult transition,Social circumstances
10014348,10041244,Elderly,Social circumstances
10021731,10041244,Infant,Social circumstances
10023936,10041244,Late developer,Social circumstances
10027182,10041244,Menarche,Social circumstances
10027308,10041244,Menopause,Social circumstances
10027569,10041244,Mid-life crisis,Social circumstances
10027575,10041244,Middle aged,Social circumstances
10037280,10041244,Puberty,Social circumstances
10051775,10041244,Postmenopause,Social circumstances
10062756,10041244,Andropause,Social circumstances
10063750,10041244,Life expectancy shortened,Social circumstances
10067579,10041244,Childhood,Social circumstances
10069087,10041244,Premenarche,Social circumstances
10004089,10041244,Bankruptcy,Social circumstances
10024916,10041244,Low income,Social circumstances
10036465,10041244,Poverty,Social circumstances
10052562,10041244,High income,Social circumstances
10061114,10041244,Economic problem,Social circumstances
10076503,10041244,Inability to afford medication,Social circumstances
10078156,10041244,Insurance issue,Social circumstances
10014055,10041244,Early retirement,Social circumstances
10023192,10041244,Job change,Social circumstances
10023193,10041244,Job dissatisfaction,Social circumstances
10024861,10041244,Loss of employment,Social circumstances
10033308,10041244,Overwork,Social circumstances
10038942,10041244,Retirement,Social circumstances
10042210,10041244,Stress at work,Social circumstances
10043502,10041244,Threat of redundancy,Social circumstances
10045520,10041244,Unemployment,Social circumstances
10047695,10041244,Voluntary redundancy,Social circumstances
10074367,10041244,Military service,Social circumstances
10086390,10041244,Sick leave,Social circumstances
10011858,10041244,Damp housing,Social circumstances
10020361,10041244,Homeless,Social circumstances
10020362,10041244,Homeless family,Social circumstances
10021579,10041244,Inadequate housing,Social circumstances
10024729,10041244,Living alone,Social circumstances
10024733,10041244,Living in residential institution,Social circumstances
10033294,10041244,Overcrowded housing,Social circumstances
10039002,10041244,Return to family home,Social circumstances
10062885,10041244,Social stay hospitalisation,Social circumstances
10016784,10041244,Flooding,Social circumstances
10036021,10041244,Pollution,Social circumstances
10036159,10041244,Poor sanitation,Social circumstances
10047838,10041244,Water pollution,Social circumstances
10074556,10041244,Food contamination,Social circumstances
10030026,10041244,Occupational physical problem,Social circumstances
10030028,10041244,Occupational problem environmental,Social circumstances
10001477,10041244,Aged parent,Social circumstances
10001635,10041244,Alcoholic relative,Social circumstances
10007664,10041244,Caregiver,Social circumstances
10012265,10041244,Demented relative,Social circumstances
10012686,10041244,Diabetic relative,Social circumstances
10013053,10041244,Disabled relative,Social circumstances
10037255,10041244,Psychotic family member,Social circumstances
10039645,10041244,Schizophrenic relative,Social circumstances
10040637,10041244,Sick relative,Social circumstances
10001322,10041244,Adoption,Social circumstances
10002877,10041244,Anxious parent,Social circumstances
10013571,10041244,Divorced,Social circumstances
10013572,10041244,Divorced parents,Social circumstances
10016215,10041244,Family stress,Social circumstances
10020374,10041244,Homosexual parent,Social circumstances
10021558,10041244,Imprisonment of relative,Social circumstances
10026834,10041244,Marital problem,Social circumstances
10026843,10041244,Married,Social circumstances
10031120,10041244,Orphan,Social circumstances
10033304,10041244,Overprotective parent,Social circumstances
10033981,10041244,Parent-child problem,Social circumstances
10038013,10041244,Reconciliation with partner,Social circumstances
10040721,10041244,Single parent family,Social circumstances
10050192,10041244,Pregnancy of partner,Social circumstances
10050353,10041244,Miscarriage of partner,Social circumstances
10051871,10041244,Sexual relationship change,Social circumstances
10053277,10041244,Respite care,Social circumstances
10064117,10041244,Familial risk factor,Social circumstances
10065022,10041244,Partner stress,Social circumstances
10066076,10041244,Foster care,Social circumstances
10068407,10041244,Surrogate mother,Social circumstances
10069595,10041244,Bed sharing,Social circumstances
10069777,10041244,Infertile partner,Social circumstances
10071000,10041244,Multiple birth sibling,Social circumstances
10075346,10041244,Parental consanguinity,Social circumstances
10079204,10041244,Delivery of partner,Social circumstances
10079706,10041244,Empty nest syndrome,Social circumstances
10004478,10041244,Bereavement,Social circumstances
10011919,10041244,Death of companion,Social circumstances
10011930,10041244,Death of pet,Social circumstances
10011931,10041244,Death of relative,Social circumstances
10042470,10041244,Suicide of companion,Social circumstances
10042474,10041244,Suicide of relative,Social circumstances
10000209,10041244,Aborted pregnancy,Social circumstances
10006039,10041244,Bottle feeding,Social circumstances
10006247,10041244,Breast feeding,Social circumstances
10008511,10041244,Child born to unmarried parents,Social circumstances
10028160,10041244,Multigravida,Social circumstances
10028163,10041244,Multiparous,Social circumstances
10029826,10041244,Nulli gravida,Social circumstances
10029827,10041244,Nulliparous,Social circumstances
10033997,10041244,Parity,Social circumstances
10036757,10041244,Primigravida,Social circumstances
10036758,10041244,Primiparous,Social circumstances
10072446,10041244,Delivery outside health facility,Social circumstances
10076056,10041244,Planning to become pregnant,Social circumstances
10078192,10041244,Planning to become infertile,Social circumstances
10078742,10041244,Woman of childbearing potential,Social circumstances
10081979,10041244,Lack of prenatal care,Social circumstances
10004963,10041244,Bisexuality,Social circumstances
10020018,10041244,Heterosexuality,Social circumstances
10020082,10041244,High risk sexual behaviour,Social circumstances
10020375,10041244,Homosexuality,Social circumstances
10029540,10041244,Non-consummation,Social circumstances
10036890,10041244,Promiscuity,Social circumstances
10044337,10041244,Trans-sexualism,Social circumstances
10055004,10041244,Sexual activity increased,Social circumstances
10066098,10041244,Sexually active,Social circumstances
10066099,10041244,Early sexual debut,Social circumstances
10068980,10041244,Female genital mutilation,Social circumstances
10071715,10041244,Anal sex,Social circumstances
10086592,10041244,Sexual abstinence,Social circumstances
10008509,10041244,Child abuse,Social circumstances
10008514,10041244,Child neglect,Social circumstances
10012215,10041244,Delinquency,Social circumstances
10014347,10041244,Elder abuse,Social circumstances
10020364,10041244,Homicide,Social circumstances
10021554,10041244,Imprisonment,Social circumstances
10021616,10041244,Incest,Social circumstances
10024137,10041244,Legal problem,Social circumstances
10034982,10041244,Physical abuse,Social circumstances
10034983,10041244,Physical assault,Social circumstances
10040461,10041244,Sexual abuse,Social circumstances
10040589,10041244,Shoplifting,Social circumstances
10041746,10041244,Spousal abuse,Social circumstances
10043405,10041244,Theft,Social circumstances
10054953,10041244,Psychological abuse,Social circumstances
10055166,10041244,Verbal abuse,Social circumstances
10066053,10041244,Drug diversion,Social circumstances
10067669,10041244,Prescription form tampering,Social circumstances
10068954,10041244,Crime,Social circumstances
10072660,10041244,Chemical submission,Social circumstances
10075033,10041244,Foeticide,Social circumstances
10006594,10041244,Burglary victim,Social circumstances
10047401,10041244,Victim of child abuse,Social circumstances
10047404,10041244,Victim of elder abuse,Social circumstances
10047405,10041244,Victim of spousal abuse,Social circumstances
10055167,10041244,Victim of sexual abuse,Social circumstances
10058974,10041244,Victim of homicide,Social circumstances
10058984,10041244,Victim of abuse,Social circumstances
10061409,10041244,Victim of crime,Social circumstances
10072662,10041244,Victim of chemical submission,Social circumstances
10021577,10041244,Inadequate diet,Social circumstances
10023491,10041244,Kosher diet,Social circumstances
10025377,10041244,Macrobiotic diet,Social circumstances
10047178,10041244,Vegan,Social circumstances
10047179,10041244,Vegetarian,Social circumstances
10068315,10041244,Fasting,Social circumstances
10072373,10041244,Diet noncompliance,Social circumstances
10074834,10041244,Unhealthy diet,Social circumstances
10076368,10041244,Feeding tube user,Social circumstances
10078441,10041244,Anabolic diet,Social circumstances
10026938,10041244,Maternal use of illicit drugs,Social circumstances
10061111,10041244,Drug abuser,Social circumstances
10067688,10041244,Substance abuser,Social circumstances
10067689,10041244,Ex-drug abuser,Social circumstances
10086591,10041244,Pharmaceutical nomadism,Social circumstances
10014270,10041244,Educational problem,Social circumstances
10016115,10041244,Failed examinations,Social circumstances
10016671,10041244,Fight in school,Social circumstances
10021401,10041244,Illiteracy,Social circumstances
10044700,10041244,Truancy,Social circumstances
10047905,10041244,Well educated,Social circumstances
10056405,10041244,Mentally late developer,Social circumstances
10057581,10041244,Tobacco user,Social circumstances
10064066,10041244,Passive smoking,Social circumstances
